Date,Open,High,Low,Close,Adj Close,Volume
12/30/2016,119.940002,119.949997,118.139999,118.480003,116.214554,41749000
1/3/2017,119.269997,119.989998,118.889999,119.540001,117.254288,22307600
1/4/2017,119.669998,120.410004,119.660004,120.190002,117.891861,19749100
1/5/2017,120.099998,120.949997,120.099998,120.870003,118.558853,20644300
1/6/2017,121,122.25,120.690002,121.93,119.598587,24074300
1/9/2017,122.029999,122.550003,121.949997,122.330002,119.990944,18748000
1/10/2017,122.379997,122.970001,122.099998,122.599998,120.255775,16176600
1/11/2017,122.650002,122.93,122.019997,122.93,120.57946,20686000
1/12/2017,122.489998,122.82,121.599998,122.739998,120.393089,19622500
1/13/2017,122.800003,123.370003,122.800003,123.160004,120.805077,16930800
1/17/2017,122.839996,123.029999,122.43,122.790001,120.442139,14409100
1/18/2017,122.970001,123.160004,122.660004,123.040001,120.687355,12499700
1/19/2017,123.220001,123.650002,122.720001,122.980003,120.62851,12710700
1/20/2017,123.519997,123.830002,122.919998,123.25,120.893341,22091000
1/23/2017,123.169998,123.529999,122.57,123.349998,120.99144,17434200
1/24/2017,123.589996,124.370003,123.379997,124.18,121.805565,17640900
1/25/2017,124.959999,125.459999,124.849998,125.43,123.031662,15036200
1/26/2017,125.599998,125.82,125.339996,125.559998,123.159172,16052200
1/27/2017,125.830002,125.919998,125.389999,125.800003,123.3946,15053000
1/30/2017,125.379997,125.379997,124.129997,124.82,122.433334,25006700
1/31/2017,124.379997,124.599998,123.849998,124.57,122.18811,19091100
2/1/2017,125.449997,125.68,124.860001,125.43,123.031662,22861900
2/2/2017,125.209999,125.699997,124.860001,125.32,122.923759,15101400
2/3/2017,125.449997,125.809998,125.330002,125.68,123.276886,16957200
2/6/2017,125.470001,125.849998,125.349998,125.830002,123.424011,11630100
2/7/2017,126.089996,126.550003,125.970001,126.290001,123.875221,17541100
2/8/2017,126.120003,126.68,125.879997,126.5,124.0812,12569100
2/9/2017,126.629997,127.239998,126.559998,126.959999,124.532402,17542700
2/10/2017,127.239998,127.559998,127.019997,127.379997,124.944382,13915700
2/13/2017,127.769997,128.259995,127.720001,128.100006,125.65062,19120200
2/14/2017,128.149994,128.539993,127.739998,128.529999,126.07238,16287700
2/15/2017,128.440002,129.350006,128.369995,129.289993,126.817833,17891400
2/16/2017,129.369995,129.630005,128.919998,129.25,126.77861,15098300
2/17/2017,129.059998,129.820007,129.039993,129.809998,127.327927,15563700
2/21/2017,130.059998,130.529999,129.990005,130.449997,127.95565,18479600
2/22/2017,130.330002,130.589996,130.110001,130.5,128.0047,12110900
2/23/2017,130.699997,130.699997,129.490005,130.009995,127.524078,17489000
2/24/2017,129.419998,130.259995,129.380005,130.259995,127.769295,18624500
2/27/2017,130.020004,130.429993,129.800003,130.419998,127.92627,12008700
2/28/2017,130.389999,130.449997,129.660004,130.020004,127.533913,16598600
3/1/2017,130.809998,131.679993,130.600006,131.440002,128.926743,25813800
3/2/2017,131.410004,131.429993,130.619995,130.779999,128.279358,19951400
3/3/2017,130.690002,131.059998,130.339996,131.020004,128.514786,13722700
3/6/2017,130.589996,130.949997,130.210007,130.729996,128.230301,12026200
3/7/2017,130.470001,131.080002,130.279999,130.509995,128.014526,15500900
3/8/2017,130.589996,131.149994,130.460007,130.740005,128.240128,15776000
3/9/2017,130.710007,131.020004,130.139999,130.839996,128.338211,20855300
3/10/2017,131.440002,131.600006,130.820007,131.389999,128.877686,21922600
3/13/2017,131.339996,131.639999,131.270004,131.610001,129.093506,10731600
3/14/2017,131.309998,131.360001,130.759995,131.289993,128.779602,14019700
3/15/2017,131.559998,132.410004,131.139999,132.100006,129.574142,22709100
3/16/2017,132.350006,132.350006,131.710007,132.009995,129.48584,18457300
3/17/2017,131.899994,132.039993,131.619995,131.690002,129.440659,21234500
3/20/2017,131.649994,132.110001,131.460007,131.809998,129.558578,10105200
3/21/2017,132.309998,132.429993,129.729996,129.809998,127.592766,35841900
3/22/2017,129.850006,130.820007,129.679993,130.690002,128.457703,29177900
3/23/2017,130.520004,130.880005,130.139999,130.360001,128.133362,20311700
3/24/2017,130.779999,131.289993,130.130005,130.630005,128.398758,22967600
3/27/2017,129.699997,131.070007,129.399994,130.839996,128.605148,18472400
